Mothers qualification,Fathers qualification,Gender,Curricular units 1st sem (enrolled),Target
13,28,0,8,Graduate
3,1,0,6,Graduate
1,1,1,6,Dropout
4,14,1,7,Dropout
3,1,1,6,Dropout
22,14,1,0,Graduate
23,28,1,5,Dropout
1,1,1,7,Dropout
22,27,1,6,Dropout
23,3,1,7,Graduate
13,28,1,6,Graduate
13,14,1,0,Dropout
1,1,1,6,Graduate
24,29,1,5,Dropout
1,28,1,6,Dropout
1,1,1,8,Graduate
22,27,1,6,Graduate
13,28,1,6,Dropout
13,14,1,6,Graduate
3,3,1,7,Graduate
13,14,1,5,Dropout
13,1,1,6,Graduate
22,1,1,6,Graduate
1,1,1,8,Graduate
1,3,1,7,Graduate
23,27,1,0,Dropout
13,14,1,8,Graduate
22,27,1,6,Dropout
3,3,1,6,Graduate
22,27,1,6,Dropout
22,28,1,6,Dropout
1,1,1,6,Graduate
1,28,1,0,Graduate
3,3,1,0,Dropout
1,3,1,5,Dropout
19,24,1,6,Dropout
13,14,1,0,Graduate
23,27,1,6,Dropout
3,1,1,6,Graduate
23,27,1,7,Graduate
22,27,1,6,Dropout
22,27,1,6,Graduate
22,10,1,5,Dropout
1,1,1,5,Graduate
1,1,1,6,Dropout
13,27,1,13,Dropout
5,3,1,13,Dropout
19,24,1,5,Dropout
13,27,1,5,Dropout
22,27,1,6,Dropout
23,27,1,21,Dropout
4,4,1,6,Dropout
22,27,1,7,Graduate
1,1,1,5,Dropout
2,1,1,6,Dropout
23,28,1,11,Dropout
24,29,1,6,Dropout
3,1,1,5,Dropout
3,4,1,7,Dropout
22,27,1,5,Dropout
19,24,1,5,Dropout
22,28,1,6,Graduate
22,1,1,5,Dropout
19,24,1,6,Dropout
22,27,1,0,Dropout
1,3,1,5,Dropout
22,27,1,6,Graduate
1,32,1,6,Graduate
22,27,1,6,Dropout
1,2,1,18,Graduate
23,1,1,6,Dropout
2,1,1,11,Graduate
22,27,1,5,Dropout
13,27,1,5,Graduate
1,1,1,6,Graduate
3,28,1,5,Dropout
5,5,1,6,Dropout
22,27,1,6,Graduate
19,24,1,5,Dropout
13,27,1,6,Graduate
1,27,1,0,Dropout
1,28,1,6,Graduate
1,14,1,5,Dropout
4,5,1,6,Graduate
1,1,1,6,Graduate
1,1,1,6,Dropout
1,14,1,5,Dropout
2,28,1,5,Dropout
3,1,1,2,Dropout
13,1,1,8,Dropout
1,28,1,5,Graduate
13,28,1,6,Graduate
1,14,1,7,Graduate
19,14,1,5,Dropout
22,27,1,5,Graduate
1,1,1,6,Graduate
13,27,1,5,Dropout
1,1,1,5,Dropout
3,1,1,5,Dropout
1,1,1,6,Dropout
1,1,1,6,Graduate
13,3,1,6,Dropout
22,27,1,5,Dropout
1,3,1,6,Graduate
22,27,1,5,Dropout
22,27,1,5,Dropout
23,14,1,0,Graduate
22,28,1,6,Dropout
19,24,1,6,Dropout
13,27,1,6,Dropout
1,14,1,6,Graduate
8,8,1,0,Dropout
23,27,1,6,Graduate
1,1,1,6,Graduate
22,14,1,5,Dropout
1,28,1,6,Dropout
23,28,1,5,Dropout
22,27,1,6,Dropout
2,4,1,18,Graduate
22,14,1,5,Graduate
3,3,1,7,Graduate
1,14,1,11,Graduate
1,1,1,5,Graduate
13,14,1,6,Dropout
22,14,1,6,Graduate
13,3,1,8,Graduate
2,1,1,18,Graduate
3,3,1,5,Graduate
22,27,1,6,Graduate
22,14,1,6,Dropout
3,1,1,6,Graduate
1,1,1,0,Graduate
1,28,1,6,Dropout
3,3,1,6,Graduate
1,1,1,6,Dropout
13,6,1,4,Dropout
13,14,1,5,Graduate
1,1,1,6,Graduate
10,10,1,6,Graduate
1,14,1,5,Dropout
13,3,1,0,Graduate
22,27,1,6,Dropout
22,1,1,5,Graduate
22,27,1,5,Dropout
3,4,1,12,Dropout
2,27,1,6,Graduate
1,14,1,6,Graduate
13,28,1,6,Graduate
1,1,1,6,Dropout
13,28,1,6,Graduate
1,28,1,0,Graduate
23,14,1,5,Dropout
13,1,1,5,Dropout
1,27,1,10,Dropout
22,1,1,14,Dropout
4,14,1,6,Dropout
22,27,1,5,Graduate
1,3,1,6,Dropout
3,14,1,6,Graduate
1,1,1,7,Graduate
1,27,1,8,Dropout
22,27,1,5,Graduate
13,14,1,5,Dropout
23,27,1,8,Graduate
1,28,1,7,Dropout
22,27,1,6,Graduate
22,27,1,0,Graduate
22,28,1,7,Dropout
28,30,1,5,Dropout
22,27,1,5,Dropout
19,24,1,5,Dropout
19,24,0,6,Dropout
19,24,0,6,Graduate
19,27,1,10,Graduate
19,21,1,6,Dropout
22,27,1,6,Dropout
22,27,1,15,Graduate
1,14,1,12,Graduate
23,28,1,6,Dropout
22,27,1,5,Dropout
22,27,1,6,Graduate
1,27,1,3,Dropout
22,27,1,2,Dropout
13,28,1,4,Dropout
13,28,1,5,Dropout
22,27,1,5,Graduate
1,14,1,9,Dropout
19,24,1,10,Dropout
23,28,1,6,Graduate
23,27,1,5,Graduate
23,28,1,6,Dropout
23,27,1,5,Graduate
1,3,1,18,Graduate
22,27,1,5,Dropout
1,28,1,17,Dropout
19,24,1,5,Dropout
1,28,1,5,Dropout
19,24,1,5,Dropout
3,14,1,6,Graduate
19,24,1,6,Dropout
22,27,1,7,Dropout
22,14,1,11,Graduate
22,27,1,5,Dropout
22,27,1,9,Dropout
1,3,1,7,Dropout
1,1,1,5,Graduate
3,14,1,5,Dropout
13,14,1,6,Graduate
22,27,1,6,Graduate
10,14,1,5,Dropout
13,27,1,5,Graduate
22,27,1,6,Dropout
13,14,1,6,Dropout
3,3,1,0,Dropout
22,28,1,6,Dropout
22,14,1,5,Dropout
22,27,1,6,Dropout
23,27,1,6,Dropout
22,27,1,4,Dropout
22,27,1,5,Dropout
1,1,1,6,Dropout
1,1,1,6,Dropout
3,14,1,6,Graduate
13,27,1,6,Dropout
23,27,1,23,Graduate
1,14,1,7,Graduate
13,14,1,5,Dropout
13,14,1,6,Graduate
22,28,1,5,Graduate
1,28,1,12,Graduate
22,27,1,5,Graduate
22,27,1,10,Dropout
13,14,1,6,Dropout
13,1,1,5,Dropout
1,28,1,6,Graduate
1,1,1,8,Dropout
22,27,1,6,Graduate
1,14,1,6,Graduate
22,27,1,6,Graduate
13,27,1,0,Graduate
22,1,0,6,Graduate
1,14,1,0,Dropout
22,27,0,6,Dropout
5,4,0,6,Graduate
22,27,0,6,Graduate
13,27,0,21,Graduate
3,1,0,7,Graduate
23,27,0,6,Dropout
13,14,0,8,Graduate
13,14,0,7,Graduate
23,27,1,7,Graduate
13,28,1,0,Graduate
13,28,1,14,Graduate
13,28,0,6,Dropout
3,3,0,7,Graduate
13,1,0,6,Graduate
1,3,0,6,Dropout
1,1,0,6,Graduate
13,1,0,8,Graduate
13,29,0,6,Graduate
23,28,0,6,Graduate
23,27,0,6,Graduate
4,3,0,6,Graduate
1,14,0,7,Graduate
13,1,0,6,Dropout
1,14,0,6,Dropout
3,1,0,6,Graduate
1,1,0,6,Dropout
13,14,0,7,Graduate
3,28,0,6,Graduate
13,28,0,5,Graduate
1,1,0,6,Graduate
22,28,0,6,Graduate
23,27,0,6,Graduate
23,28,0,6,Graduate
13,14,0,6,Graduate
27,1,0,6,Graduate
23,14,0,5,Graduate
1,29,0,5,Dropout
13,14,0,7,Dropout
1,1,0,7,Graduate
13,1,0,6,Dropout
3,1,0,6,Graduate
13,14,0,6,Graduate
13,27,0,8,Graduate
13,14,1,6,Graduate
1,2,1,6,Dropout
22,27,0,16,Graduate
23,27,0,6,Graduate
19,24,1,5,Dropout
1,1,0,5,Graduate
13,1,0,6,Dropout
3,14,0,6,Graduate
13,27,0,8,Graduate
23,28,0,7,Dropout
22,27,0,6,Graduate
13,14,1,6,Graduate
23,1,0,7,Graduate
13,1,0,6,Graduate
13,27,0,8,Graduate
23,28,0,7,Graduate
1,1,0,6,Graduate
22,14,0,7,Graduate
22,28,0,6,Graduate
22,27,0,9,Graduate
22,27,0,6,Dropout
22,27,0,6,Dropout
13,27,0,7,Graduate
22,27,0,6,Graduate
13,27,0,6,Graduate
23,28,0,6,Dropout
23,27,0,5,Graduate
13,10,0,6,Graduate
22,24,0,6,Graduate
22,27,0,6,Dropout
13,14,0,6,Dropout
22,14,0,9,Graduate
13,14,0,7,Dropout
13,27,0,6,Graduate
1,27,0,6,Dropout
13,28,0,0,Dropout
22,27,0,6,Dropout
23,14,0,6,Graduate
23,27,0,5,Dropout
22,27,0,6,Dropout
22,27,0,5,Graduate
22,27,0,5,Graduate
22,1,0,6,Dropout
23,28,0,6,Graduate
22,27,0,8,Dropout
1,28,0,7,Graduate
1,1,1,6,Graduate
1,14,0,5,Graduate
1,28,1,5,Dropout
3,14,1,5,Dropout
1,1,1,6,Dropout
13,28,0,6,Dropout
1,14,0,6,Graduate
23,14,0,6,Dropout
1,1,0,6,Graduate
1,27,0,6,Graduate
13,27,0,13,Graduate
22,27,0,2,Dropout
1,27,0,6,Graduate
22,27,1,5,Dropout
1,1,1,7,Graduate
1,1,1,5,Dropout
23,28,1,6,Dropout
1,1,1,8,Graduate
13,1,1,8,Graduate
3,1,1,7,Dropout
22,27,1,6,Dropout
3,3,1,0,Graduate
22,28,1,5,Graduate
13,14,1,17,Graduate
22,27,1,5,Dropout
23,28,1,6,Graduate
3,4,1,6,Dropout
22,1,1,5,Dropout
22,14,1,6,Graduate
1,27,1,0,Dropout
23,28,1,6,Dropout
22,1,1,13,Dropout
13,28,1,8,Dropout
3,14,1,6,Dropout
3,14,1,6,Graduate
22,27,1,5,Dropout
3,28,1,8,Graduate
22,27,1,8,Graduate
1,3,1,0,Graduate
23,27,1,0,Dropout
22,27,1,6,Dropout
13,27,1,5,Dropout
22,27,1,6,Graduate
1,14,1,7,Dropout
1,1,1,5,Dropout
22,3,1,5,Graduate
22,27,1,6,Dropout
23,1,1,6,Graduate
13,14,1,5,Dropout
22,28,1,6,Dropout
23,28,1,5,Graduate
13,1,1,6,Dropout
13,27,1,6,Graduate
22,27,1,7,Dropout
22,27,1,5,Graduate
22,28,1,5,Graduate
19,24,1,14,Graduate
23,28,1,7,Dropout
22,27,1,5,Dropout
1,14,1,5,Graduate
1,14,1,6,Dropout
13,14,1,4,Dropout
1,28,1,6,Dropout
13,14,1,5,Dropout
1,4,1,5,Graduate
13,14,1,5,Graduate
23,1,1,6,Graduate
1,1,1,6,Graduate
13,14,1,6,Dropout
22,1,1,7,Dropout
22,27,1,8,Graduate
1,1,1,0,Dropout
3,1,1,6,Dropout
23,14,1,5,Dropout
1,28,1,6,Dropout
13,5,1,5,Dropout
3,3,1,5,Graduate
1,3,1,5,Dropout
3,1,0,6,Graduate
23,27,0,6,Graduate
22,27,0,6,Dropout
22,28,0,5,Dropout
3,3,0,6,Graduate
1,1,0,6,Dropout
23,28,0,7,Graduate
1,1,0,7,Graduate
1,1,0,8,Graduate
3,1,0,6,Graduate
1,28,0,6,Graduate
13,1,0,5,Dropout
22,27,0,8,Graduate
13,14,0,6,Graduate
23,14,0,8,Graduate
23,28,0,5,Graduate
4,1,0,6,Graduate
2,10,0,6,Graduate
1,10,0,6,Graduate
22,27,0,7,Graduate
1,27,0,7,Graduate
3,1,0,6,Dropout
23,27,0,5,Graduate
22,1,0,5,Graduate
13,28,0,6,Graduate
19,24,0,6,Graduate
22,27,0,6,Graduate
1,1,0,6,Graduate
13,14,0,6,Dropout
22,14,0,6,Graduate
3,2,1,6,Dropout
22,27,1,4,Dropout
22,27,1,5,Dropout
1,28,1,5,Dropout
1,27,1,6,Graduate
13,27,1,6,Dropout
23,28,1,10,Graduate
23,28,1,10,Dropout
22,27,1,16,Graduate
22,27,1,5,Dropout
3,5,1,6,Dropout
3,28,1,7,Dropout
7,7,0,11,Graduate
1,1,0,8,Graduate
22,27,0,8,Graduate
13,1,0,5,Dropout
23,14,0,5,Graduate
1,14,0,7,Dropout
13,28,0,7,Graduate
22,27,0,8,Graduate
1,1,0,8,Graduate
23,27,0,8,Graduate
1,27,0,17,Graduate
13,14,0,6,Graduate
23,28,0,7,Graduate
19,27,0,6,Dropout
22,27,0,6,Graduate
22,27,0,11,Graduate
23,1,1,6,Dropout
13,14,1,6,Dropout
22,27,1,0,Dropout
13,27,1,5,Dropout
23,14,1,6,Graduate
22,27,1,9,Graduate
23,27,1,0,Graduate
22,27,1,7,Graduate
22,27,1,7,Dropout
1,28,1,6,Graduate
13,1,1,14,Graduate
1,1,1,7,Dropout
3,14,0,6,Graduate
3,1,0,6,Dropout
13,27,0,6,Graduate
13,14,0,6,Graduate
13,14,0,6,Graduate
13,14,0,7,Graduate
22,14,0,6,Graduate
1,28,0,6,Graduate
23,27,0,6,Graduate
13,1,0,7,Dropout
1,1,0,7,Graduate
1,14,0,6,Graduate
3,28,0,0,Graduate
22,28,0,6,Graduate
13,14,0,7,Graduate
22,24,0,10,Graduate
1,1,0,8,Graduate
5,3,0,5,Dropout
1,28,0,6,Graduate
13,14,0,6,Dropout
1,14,0,6,Graduate
22,27,0,5,Graduate
3,1,0,0,Dropout
13,28,0,5,Graduate
13,14,0,6,Graduate
13,27,0,15,Graduate
19,24,0,5,Dropout
22,27,0,5,Dropout
23,14,0,6,Graduate
22,27,0,19,Graduate
3,1,0,6,Graduate
22,27,0,5,Dropout
23,28,0,6,Graduate
19,24,0,3,Dropout
22,27,0,5,Dropout
22,27,0,15,Dropout
3,3,0,6,Graduate
1,1,0,6,Dropout
1,27,0,6,Graduate
1,1,0,13,Graduate
1,1,0,6,Graduate
13,14,0,7,Dropout
1,1,0,7,Dropout
1,3,0,6,Graduate
1,1,0,0,Dropout
2,1,0,6,Graduate
22,27,0,6,Graduate
3,3,0,5,Graduate
22,27,0,6,Graduate
22,27,0,21,Graduate
1,1,0,6,Dropout
22,27,0,5,Graduate
3,14,0,1,Dropout
22,27,0,6,Graduate
22,27,0,5,Graduate
3,3,0,17,Graduate
22,27,0,7,Dropout
22,27,0,15,Graduate
22,24,0,5,Dropout
3,3,0,7,Dropout
22,27,0,12,Dropout
23,27,0,6,Dropout
22,27,0,6,Graduate
22,27,0,5,Dropout
22,27,0,6,Graduate
22,27,0,13,Graduate
22,27,0,11,Graduate
22,27,0,5,Graduate
13,27,0,6,Graduate
22,27,0,6,Graduate
23,14,0,6,Graduate
19,24,0,8,Graduate
3,1,0,5,Dropout
1,14,0,6,Graduate
19,24,0,12,Dropout
23,27,0,6,Graduate
22,27,0,6,Graduate
3,3,0,7,Graduate
3,14,0,8,Graduate
2,1,0,0,Graduate
13,14,0,5,Dropout
23,28,0,7,Graduate
1,1,0,6,Graduate
22,27,0,6,Dropout
3,1,0,6,Graduate
22,28,0,6,Graduate
1,27,0,7,Graduate
22,27,0,9,Graduate
1,14,0,6,Dropout
1,1,0,6,Dropout
13,14,0,8,Graduate
19,24,0,6,Dropout
14,21,0,6,Graduate
22,27,0,5,Dropout
22,27,0,13,Graduate
23,28,0,7,Graduate
22,27,0,15,Dropout
13,1,0,6,Dropout
13,14,0,0,Graduate
22,27,0,6,Dropout
19,24,0,5,Dropout
13,27,0,8,Graduate
22,27,0,6,Graduate
1,3,0,6,Graduate
13,27,0,5,Graduate
22,27,0,0,Dropout
22,24,0,5,Dropout
6,6,0,5,Dropout
22,27,0,5,Dropout
13,14,0,8,Graduate
19,24,0,6,Dropout
19,24,0,6,Dropout
17,8,0,6,Dropout
19,24,0,6,Dropout
22,27,0,2,Dropout
22,27,0,6,Graduate
25,1,0,12,Graduate
13,14,0,12,Graduate
4,3,0,7,Graduate
22,14,0,7,Dropout
3,27,0,6,Dropout
4,1,0,6,Graduate
1,14,0,6,Graduate
3,3,0,6,Dropout
13,28,0,6,Graduate
1,1,0,6,Graduate
22,27,0,0,Dropout
22,27,0,6,Graduate
22,27,0,0,Graduate
22,27,0,7,Dropout
22,27,0,11,Graduate
22,14,0,6,Dropout
2,2,0,6,Graduate
1,1,0,6,Graduate
13,27,0,8,Graduate
1,1,0,6,Dropout
1,3,0,5,Graduate
13,14,0,6,Dropout
1,3,0,5,Graduate
3,3,0,7,Graduate
20,27,0,6,Graduate
13,3,0,6,Graduate
13,14,0,10,Graduate
13,1,0,5,Dropout
22,27,0,5,Graduate
1,14,0,0,Dropout
3,3,0,10,Graduate
1,14,0,6,Graduate
1,3,0,18,Dropout
5,3,0,6,Graduate
3,2,0,5,Dropout
22,14,0,6,Graduate
13,27,0,6,Graduate
3,14,0,7,Graduate
13,14,0,6,Graduate
1,14,0,7,Graduate
22,14,0,6,Graduate
19,24,0,6,Graduate
3,3,0,12,Graduate
13,14,0,6,Graduate
22,27,0,8,Graduate
3,3,0,6,Dropout
22,27,0,6,Graduate
1,28,0,6,Graduate
1,1,0,7,Graduate
13,1,0,6,Graduate
3,14,0,6,Graduate
13,14,0,4,Dropout
4,1,0,7,Graduate
3,1,0,6,Dropout
13,14,0,7,Dropout
22,28,0,5,Graduate
13,28,0,7,Graduate
1,14,0,5,Graduate
25,14,0,6,Dropout
1,10,0,7,Graduate
3,2,0,6,Graduate
2,2,0,6,Dropout
22,27,0,7,Graduate
1,1,0,6,Graduate
1,27,0,7,Dropout
23,1,0,7,Graduate
1,14,0,11,Graduate
3,3,0,7,Graduate
22,27,0,5,Graduate
3,3,0,6,Graduate
13,7,0,5,Graduate
3,1,0,7,Graduate
23,14,0,6,Dropout
23,14,0,0,Graduate
13,27,0,0,Graduate
1,1,0,8,Graduate
26,1,0,6,Dropout
22,27,0,8,Graduate
22,27,0,5,Graduate
22,27,0,15,Dropout
23,3,0,7,Graduate
13,1,0,7,Graduate
25,28,0,6,Graduate
3,4,0,5,Graduate
10,1,0,6,Graduate
3,3,0,7,Dropout
1,1,0,6,Graduate
23,14,0,6,Graduate
23,28,0,7,Dropout
1,14,0,6,Dropout
1,27,0,6,Graduate
3,3,0,6,Graduate
1,27,0,6,Graduate
1,1,0,6,Graduate
22,27,0,6,Dropout
1,14,0,5,Graduate
23,27,0,5,Graduate
22,27,0,7,Dropout
22,27,0,6,Graduate
23,14,0,5,Dropout
23,28,0,6,Graduate
13,28,0,5,Dropout
13,14,0,6,Graduate
19,24,0,6,Dropout
23,14,0,8,Graduate
13,27,0,8,Graduate
10,27,0,6,Dropout
13,1,0,6,Dropout
13,14,0,6,Graduate
23,1,0,6,Graduate
13,14,0,6,Dropout
1,1,0,7,Graduate
22,27,0,7,Graduate
22,27,1,6,Dropout
1,1,1,6,Dropout
1,14,1,6,Dropout
22,27,1,15,Dropout
1,1,1,5,Dropout
1,27,1,5,Graduate
10,28,1,6,Dropout
13,28,1,5,Graduate
13,27,1,7,Graduate
23,28,0,12,Graduate
3,14,0,6,Dropout
22,14,0,6,Graduate
22,27,0,15,Graduate
13,10,0,5,Graduate
22,28,0,8,Graduate
22,27,0,5,Dropout
22,27,0,6,Graduate
23,14,0,6,Graduate
17,28,0,23,Graduate
13,14,0,6,Dropout
13,28,0,6,Graduate
23,28,0,6,Graduate
23,14,0,6,Dropout
13,27,0,6,Dropout
23,14,0,7,Graduate
1,1,0,5,Graduate
22,27,0,6,Dropout
22,27,1,0,Dropout
13,14,0,6,Graduate
13,14,0,5,Dropout
1,28,0,8,Graduate
1,14,0,7,Graduate
1,28,0,5,Graduate
1,1,0,0,Dropout
4,4,0,7,Graduate
1,1,0,6,Dropout
1,14,0,6,Graduate
13,28,0,6,Graduate
22,27,0,7,Dropout
13,14,0,6,Graduate
13,14,0,6,Graduate
22,27,0,10,Dropout
22,28,0,7,Graduate
23,28,0,7,Graduate
13,27,0,7,Graduate
19,24,0,16,Graduate
13,14,0,5,Graduate
1,27,0,5,Graduate
1,28,0,6,Graduate
3,1,0,6,Graduate
23,28,0,8,Graduate
3,1,0,6,Graduate
1,30,0,0,Graduate
23,27,0,5,Graduate
2,3,0,6,Graduate
13,14,0,6,Graduate
13,1,0,6,Graduate
1,14,0,5,Graduate
23,28,0,5,Dropout
22,27,0,8,Graduate
22,28,0,6,Graduate
22,27,0,10,Graduate
3,1,0,6,Graduate
22,27,0,5,Graduate
3,1,0,0,Dropout
2,1,0,6,Graduate
3,3,0,12,Graduate
1,28,0,14,Graduate
13,14,0,5,Dropout
23,14,1,0,Graduate
1,1,0,6,Graduate
13,28,0,8,Graduate
1,28,0,6,Graduate
13,27,0,5,Graduate
1,1,0,5,Graduate
3,1,0,6,Dropout
13,28,0,5,Dropout
1,1,0,6,Dropout
1,27,1,7,Graduate
1,27,1,5,Graduate
1,3,0,6,Dropout
10,28,0,6,Dropout
23,14,0,7,Graduate
23,1,1,7,Dropout
13,14,0,7,Graduate
23,28,1,6,Dropout
3,14,1,8,Graduate
3,3,1,6,Graduate
13,3,1,6,Dropout
19,24,1,14,Graduate
1,28,1,6,Graduate
13,1,1,5,Dropout
10,26,1,5,Dropout
13,14,1,7,Dropout
13,28,1,5,Dropout
22,27,1,0,Dropout
13,14,1,6,Dropout
13,27,1,6,Dropout
3,2,1,7,Dropout
1,1,1,6,Dropout
1,14,1,5,Graduate
13,14,1,6,Dropout
1,1,1,8,Graduate
13,28,1,6,Dropout
1,3,1,6,Graduate
3,3,1,6,Dropout
23,1,1,6,Dropout
22,27,1,5,Dropout
5,1,1,5,Graduate
2,3,1,6,Dropout
1,28,1,6,Dropout
23,14,1,6,Graduate
3,3,1,6,Graduate
3,2,1,6,Graduate
3,14,1,6,Dropout
3,3,1,6,Graduate
3,1,1,6,Graduate
3,3,1,6,Dropout
22,27,1,5,Graduate
1,27,0,1,Dropout
22,27,0,5,Dropout
22,28,0,7,Dropout
13,28,0,6,Graduate
23,3,0,5,Dropout
13,27,0,5,Dropout
22,27,0,8,Graduate
13,28,0,6,Graduate
23,28,0,7,Graduate
23,28,0,7,Graduate
23,1,0,8,Graduate
13,28,0,6,Graduate
22,28,0,6,Dropout
1,1,0,7,Graduate
22,27,0,7,Graduate
1,14,0,5,Graduate
1,1,0,7,Graduate
3,1,0,6,Graduate
22,27,0,16,Graduate
22,27,0,6,Dropout
22,14,0,8,Graduate
23,28,0,6,Dropout
1,1,0,6,Dropout
2,3,0,6,Graduate
1,28,0,6,Graduate
22,28,0,5,Graduate
23,27,0,6,Graduate
22,27,0,7,Dropout
23,27,0,5,Graduate
1,20,0,5,Dropout
1,3,0,6,Dropout
3,3,0,6,Graduate
1,12,0,5,Graduate
23,28,0,7,Graduate
22,14,0,6,Graduate
13,1,0,7,Graduate
22,27,0,7,Graduate
2,1,0,5,Graduate
1,28,0,5,Graduate
10,5,0,6,Dropout
22,1,0,5,Graduate
13,14,0,6,Dropout
1,28,0,6,Graduate
3,1,0,5,Graduate
22,28,0,7,Dropout
19,24,0,8,Dropout
22,27,0,6,Dropout
23,28,0,9,Graduate
22,27,0,14,Graduate
22,27,0,6,Dropout
22,27,0,15,Graduate
13,14,0,12,Dropout
23,28,0,5,Graduate
3,27,0,5,Dropout
22,27,0,6,Graduate
1,1,0,7,Graduate
20,25,0,15,Dropout
23,26,0,6,Graduate
22,27,1,5,Graduate
23,14,1,7,Dropout
23,14,1,6,Dropout
1,27,1,5,Graduate
22,27,1,18,Graduate
1,1,1,6,Dropout
22,27,1,6,Dropout
22,27,0,6,Dropout
13,1,0,6,Graduate
13,14,0,7,Dropout
1,28,0,6,Graduate
23,14,0,7,Dropout
13,14,0,0,Dropout
13,1,0,7,Graduate
22,27,0,7,Graduate
23,27,0,5,Graduate
1,27,0,6,Graduate
1,1,0,6,Graduate
23,27,0,12,Graduate
13,27,0,11,Graduate
13,14,0,8,Graduate
13,14,0,7,Dropout
13,14,0,6,Graduate
25,30,0,6,Dropout
3,14,1,5,Dropout
